customer_id,customer_name,email,phone,signup_date
CUST1,Vivaan Mehta,vivaanmehta1@mail.com,9878006228,2022-02-27
CUST2,Neha Singh,nehasingh2@mail.com,9326962624,2024-06-21
CUST3,Sneha Nair,snehanair3@mail.com,9315264361,2021-01-25
CUST4,Aditya Reddy,adityareddy4@mail.com,9873847548,2024-11-25
CUST5,Sai Singh,saisingh5@mail.com,9721383096,2020-10-15
CUST6,Vikas Patel,vikaspatel6@mail.com,9967121211,2024-11-03
CUST7,Priya Patel,priyapatel7@mail.com,9127080643,2023-01-16
CUST8,Arjun Naidu,arjunnaidu8@mail.com,9499353337,2024-02-22
CUST9,Vivaan Das,vivaandas9@mail.com,9576301431,2021-07-13
CUST10,Aarav Reddy,aaravreddy10@mail.com,9586000250,2023-07-09
CUST11,Vikas Das,vikasdas11@mail.com,9538101081,2021-07-07
CUST12,Ananya Iyer,ananyaiyer12@mail.com,9447776611,2020-09-15
CUST13,Priya Kumar,priyakumar13@mail.com,9637230526,2024-08-21
CUST14,Aarav Singh,aaravsingh14@mail.com,9239007197,2021-04-23
CUST15,Aditya Menon,adityamenon15@mail.com,9507253169,2024-02-22
CUST16,Aditya Iyer,adityaiyer16@mail.com,9423944796,2024-10-30
CUST17,Sneha Mehta,snehamehta17@mail.com,9984593293,2023-01-05
CUST18,Karan Patel,karanpatel18@mail.com,9115448242,2023-05-11
CUST19,Karan Reddy,karanreddy19@mail.com,9456800217,2022-08-13
CUST20,Neha Menon,nehamenon20@mail.com,9731920693,2024-01-16
CUST21,Sai Mehta,saimehta21@mail.com,9769532648,2021-06-08
CUST22,Aarav Sharma,aaravsharma22@mail.com,9561142492,2021-05-12
CUST23,Kavya Reddy,kavyareddy23@mail.com,9910485679,2023-12-05
CUST24,Vikas Das,vikasdas24@mail.com,9975015498,2020-11-12
CUST25,Aarav Nair,aaravnair25@mail.com,9736808497,2022-10-08
CUST26,Krishna Singh,krishnasingh26@mail.com,9834634234,2024-05-27
CUST27,Sneha Menon,snehamenon27@mail.com,9667385571,2021-11-02
CUST28,Vivaan Sharma,vivaansharma28@mail.com,9288936000,2022-01-26
CUST29,Neha Patel,nehapatel29@mail.com,9403345039,2024-08-13
CUST30,Sneha Naidu,snehanaidu30@mail.com,9473258285,2022-01-02
CUST31,Arjun Gupta,arjungupta31@mail.com,9932948250,2022-11-15
CUST32,Rahul Mehta,rahulmehta32@mail.com,9293099331,2023-05-15
CUST33,Sneha Reddy,snehareddy33@mail.com,9655360615,2021-07-08
CUST34,Aarav Mehta,aaravmehta34@mail.com,9405091859,2021-05-03
CUST35,Sanjay Kumar,sanjaykumar35@mail.com,9705920358,2022-04-19
CUST36,Rohit Singh,rohitsingh36@mail.com,9206570084,2023-08-23
CUST37,Sneha Naidu,snehanaidu37@mail.com,9944087846,2023-07-01
CUST38,Aditya Singh,adityasingh38@mail.com,9174292890,2023-01-25
CUST39,Neha Nair,nehanair39@mail.com,9267274511,2023-01-01
CUST40,Ananya Patel,ananyapatel40@mail.com,9715236440,2025-08-16
CUST41,Rohit Mehta,rohitmehta41@mail.com,9726557053,2022-09-27
CUST42,Rohit Mehta,rohitmehta42@mail.com,9416399486,2021-12-31
CUST43,Arjun Nair,arjunnair43@mail.com,9913562082,2024-08-10
CUST44,Rohit Reddy,rohitreddy44@mail.com,9340705486,2020-10-20
CUST45,Vivaan Patel,vivaanpatel45@mail.com,9349642872,2023-09-03
CUST46,Aarav Patel,aaravpatel46@mail.com,9854212036,2023-08-19
CUST47,Rahul Singh,rahulsingh47@mail.com,9932612318,2022-10-22
CUST48,Kavya Naidu,kavyanaidu48@mail.com,9404329454,2023-11-10
CUST49,Vivaan Iyer,vivaaniyer49@mail.com,9976592881,2021-02-06
CUST50,Aditya Mehta,adityamehta50@mail.com,9224441771,2021-07-04
CUST51,Priya Reddy,priyareddy51@mail.com,9480054833,2021-08-22
CUST52,Pooja Mehta,poojamehta52@mail.com,9654852324,2024-05-20
CUST53,Arjun Das,arjundas53@mail.com,9291974019,2021-03-15
CUST54,Aarav Menon,aaravmenon54@mail.com,9401496563,2022-02-26
CUST55,Kavya Reddy,kavyareddy55@mail.com,9467730826,2022-08-02
CUST56,Pooja Sharma,poojasharma56@mail.com,9298735668,2021-02-14
CUST57,Aditya Iyer,adityaiyer57@mail.com,9592912829,2022-01-23
CUST58,Aarav Mehta,aaravmehta58@mail.com,9452892023,2023-03-11
CUST59,Arjun Reddy,arjunreddy59@mail.com,9312552428,2025-08-20
CUST60,Arjun Sharma,arjunsharma60@mail.com,9418413550,2021-03-26
CUST61,Priya Mehta,priyamehta61@mail.com,9177313886,2023-01-06
CUST62,Kavya Sharma,kavyasharma62@mail.com,9631651088,2021-11-27
CUST63,Aditya Sharma,adityasharma63@mail.com,9697591073,2021-02-04
CUST64,Ananya Sharma,ananyasharma64@mail.com,9309156686,2023-06-07
CUST65,Krishna Gupta,krishnagupta65@mail.com,9900955462,2021-11-01
CUST66,Neha Sharma,nehasharma66@mail.com,9249309739,2024-01-10
CUST67,Karan Kumar,karankumar67@mail.com,9383891038,2022-09-28
CUST68,Vikas Singh,vikassingh68@mail.com,9280349278,2021-12-15
CUST69,Sneha Iyer,snehaiyer69@mail.com,9230717100,2023-07-31
CUST70,Neha Sharma,nehasharma70@mail.com,9205947637,2025-06-22
CUST71,Neha Naidu,nehanaidu71@mail.com,9689771251,2024-06-11
CUST72,Sneha Patel,snehapatel72@mail.com,9575583069,2021-04-25
CUST73,Aarav Iyer,aaraviyer73@mail.com,9798096715,2021-11-28
CUST74,Rahul Reddy,rahulreddy74@mail.com,9468366553,2023-01-15
CUST75,Rahul Menon,rahulmenon75@mail.com,9506082895,2022-04-10
CUST76,Ananya Iyer,ananyaiyer76@mail.com,9116235582,2022-03-03
CUST77,Vivaan Iyer,vivaaniyer77@mail.com,9251668836,2025-02-16
CUST78,Ananya Menon,ananyamenon78@mail.com,9357173968,2022-07-16
CUST79,Sneha Sharma,snehasharma79@mail.com,9338070060,2024-07-23
CUST80,Kavya Iyer,kavyaiyer80@mail.com,9353997861,2022-05-13
CUST81,Rohit Iyer,rohitiyer81@mail.com,9396079905,2022-08-07
CUST82,Neha Sharma,nehasharma82@mail.com,9435759263,2021-08-27
CUST83,Krishna Gupta,krishnagupta83@mail.com,9448667924,2024-07-09
CUST84,Rahul Kumar,rahulkumar84@mail.com,9896560586,2023-07-14
CUST85,Kavya Kumar,kavyakumar85@mail.com,9792528586,2022-01-17
CUST86,Aarav Naidu,aaravnaidu86@mail.com,9430008584,2023-02-10
CUST87,Pooja Menon,poojamenon87@mail.com,9198507397,2024-07-12
CUST88,Ananya Das,ananyadas88@mail.com,9161982647,2023-06-10
CUST89,Sneha Singh,snehasingh89@mail.com,9453940572,2024-10-15
CUST90,Karan Das,karandas90@mail.com,9590838400,2025-06-10
CUST91,Rohit Sharma,rohitsharma91@mail.com,9364479598,2023-10-12
CUST92,Vivaan Kumar,vivaankumar92@mail.com,9967732666,2022-12-01
CUST93,Aditya Nair,adityanair93@mail.com,9137640292,2020-11-27
CUST94,Ananya Kumar,ananyakumar94@mail.com,9210613439,2021-06-13
CUST95,Aditya Naidu,adityanaidu95@mail.com,9610243934,2024-09-18
CUST96,Aditya Nair,adityanair96@mail.com,9886182945,2024-10-10
CUST97,Aarav Kumar,aaravkumar97@mail.com,9247256215,2022-09-18
CUST98,Aarav Nair,aaravnair98@mail.com,9555549104,2023-01-24
CUST99,Aditya Das,adityadas99@mail.com,9138924720,2023-07-21
CUST100,Neha Das,nehadas100@mail.com,9227543422,2023-07-22
CUST101,Vivaan Naidu,vivaannaidu101@mail.com,9684996776,2025-07-06
CUST102,Karan Patel,karanpatel102@mail.com,9731471449,2021-07-31
CUST103,Aarav Menon,aaravmenon103@mail.com,9119592676,2025-06-11
CUST104,Rohit Reddy,rohitreddy104@mail.com,9684615821,2025-03-28
CUST105,Sai Mehta,saimehta105@mail.com,9531623680,2025-05-17
CUST106,Vivaan Menon,vivaanmenon106@mail.com,9929082610,2022-08-24
CUST107,Ananya Gupta,ananyagupta107@mail.com,9716992479,2020-09-10
CUST108,Kavya Patel,kavyapatel108@mail.com,9349243943,2024-11-07
CUST109,Sai Reddy,saireddy109@mail.com,9727268657,2024-10-26
CUST110,Pooja Gupta,poojagupta110@mail.com,9180368556,2021-12-06
CUST111,Krishna Patel,krishnapatel111@mail.com,9215393479,2020-10-31
CUST112,Ananya Gupta,ananyagupta112@mail.com,9450930719,2024-03-09
CUST113,Krishna Patel,krishnapatel113@mail.com,9585050648,2024-05-13
CUST114,Kavya Naidu,kavyanaidu114@mail.com,9326256032,2023-02-15
CUST115,Pooja Iyer,poojaiyer115@mail.com,9257205183,2022-10-14
CUST116,Arjun Nair,arjunnair116@mail.com,9387715465,2022-11-13
CUST117,Arjun Menon,arjunmenon117@mail.com,9677062613,2024-05-25
CUST118,Priya Das,priyadas118@mail.com,9797817227,2024-05-15
CUST119,Priya Singh,priyasingh119@mail.com,9866038437,2023-03-10
CUST120,Kavya Kumar,kavyakumar120@mail.com,9921971471,2020-11-29
CUST121,Sneha Menon,snehamenon121@mail.com,9803101787,2023-12-30
CUST122,Kavya Das,kavyadas122@mail.com,9202469544,2024-07-28
CUST123,Sai Iyer,saiiyer123@mail.com,9360551108,2022-08-25
CUST124,Rohit Singh,rohitsingh124@mail.com,9466834620,2021-12-12
CUST125,Aarav Singh,aaravsingh125@mail.com,9490205692,2025-04-24
CUST126,Ananya Sharma,ananyasharma126@mail.com,9826853376,2025-07-07
